	featureCounts on dataset 110 and 121: egtBmutant	featureCounts on dataset 109 and 121: egtBmutant 2	featureCounts on dataset 108 and 121: egtBmutant3	featureCounts on dataset 113 and 121: wildtype 1	featureCounts on dataset 112 and 121: wildtype 2	featureCounts on dataset 111 and 121: wildtype 3
gene-BTH_RS23370	0	0	0	0	0	0
gene-BTH_RS23375	2590.24554932272	2907.82681543059	2530.5544849816	2169.84363981874	2363.02426900545	2809.04665405701
gene-BTH_RS23380	1072.92270055682	1083.5180337424	1174.61247193015	1098.4230692238	1222.89228299222	1104.1402703325
gene-BTH_RS23385	1000.62332720394	1103.15345115783	998.319862506675	990.413074708375	988.767758643755	1161.04343589968
gene-BTH_RS23390	248.709844333927	321.306830434319	217.595449345552	328.851858301417	363.709726197152	270.290036444129
gene-BTH_RS23395	3291.06747502336	3484.39407226551	3376.7590102143	2751.36173529016	3089.35477012371	3079.33669050114
gene-BTH_RS23400	2576.74966629685	2541.89403632484	2795.4970922866	2301.96300810992	2440.33980960424	2781.68936291894
gene-BTH_RS23405	2954.63439102126	2976.5507763846	3087.6391307598	2538.23487111241	2848.69653811901	3286.15781150494
gene-BTH_RS23410	774.08529069823	843.430429890088	908.662478285591	822.611833229059	758.999039399446	730.986819209225
gene-BTH_RS23415	9.63991644705143	29.4531261231459	21.1551131308175	25.0737487267943	11.9784640364332	8.75433316418233
gene-BTH_RS23420	187.978370717503	188.321503393448	228.676699080742	186.124365548896	211.256547551639	176.180954929169
gene-BTH_RS23425	220.754086637478	200.81676902145	188.381245498232	248.808737365882	216.701303931836	205.726829358285
gene-BTH_RS23430	1261.86506291903	1102.2609321844	1518.13121372105	1266.22431070311	1428.70407416366	1358.01593209378
gene-BTH_RS23435	5827.32949224259	6165.52106844522	7018.46062773361	9471.12639407103	7662.9501294891	7774.94214143943
gene-BTH_RS23440	524.411454719598	548.0066496852	614.505667133271	591.161844981727	628.324886274721	540.580072888259
gene-BTH_RS23445	186.050387428093	208.849439782308	133.982383161844	211.19811427569	223.235011588072	176.180954929169
gene-BTH_RS23450	105.075089272861	84.7893024757232	103.760792974962	143.691867703552	103.450371223741	84.2604567052549
gene-BTH_RS23455	0	0	0	0	0	0
gene-BTH_RS35305	44.3436156564366	35.7007589371466	31.2289765264449	48.2187475515275	37.0243433853388	39.3944992388205
gene-BTH_RS23465	253.529802557453	225.807300277452	271.99431168194	251.701862218974	250.458793489057	286.704411126971
gene-BTH_RS23470	410.660440644391	375.750487813468	364.673854921712	347.174982370998	339.752798124286	374.247742768795
gene-BTH_RS23475	8403.11516689473	6913.45196817844	11054.0503040219	7452.68962156409	9926.87983237496	7366.77135765943
gene-BTH_RS23480	421.264348736147	405.203613936614	424.109648955913	353.925607028212	390.933508098136	389.567825806114
gene-BTH_RS23485	279.557576964491	236.517527958596	242.78010783462	236.271863002485	307.084259843104	264.818578216516
gene-BTH_RS23490	0	0	0	0	0	0
gene-BTH_RS23495	2822.56753569666	3141.6667864689	2407.65335155495	2360.78988012279	2952.14690934275	2730.25765557936
gene-BTH_RS23505	3560.9851355408	4072.564075755	4708.52375111624	4779.4422573074	4826.23205540652	3791.72055173647
rna-BTH_RS31980	430.904265183199	586.384965542633	351.577832507396	387.678730314281	566.254663540476	401.605033906864
gene-BTH_RS23510	6268.83766551755	6382.40317898838	5715.91009067898	6135.35343845636	6268.00354488266	6954.22340729734
gene-BTH_RS23515	315.225267818582	311.489121726604	330.422719376579	324.029983546265	315.795870051419	282.32724454488
gene-BTH_RS23520	763.481382606473	761.318684334651	832.101116478823	703.029339301271	757.910088123407	903.884899201826
gene-BTH_RS23525	965.919627994553	927.327213392383	961.046567942854	901.690579213564	993.123563747912	1028.63414679142
gene-BTH_RS23530	2060.05014473489	1982.28463998506	2535.59141667942	2131.26864177751	2174.63569825064	1888.74738017234
gene-BTH_RS23535	0	0	0	0	0	0
gene-BTH_RS23540	3072.24137167529	2875.69613238716	3512.75616605527	3098.53671766116	3390.99427358662	3142.80560594146
gene-BTH_RS23545	1655.17365395873	1758.26237765447	1883.81245498232	1611.47054317205	1835.97185140239	1287.98126678033
gene-BTH_RS23550	987.127444178067	972.845681037245	854.263615949203	1041.52494711299	1094.39603241957	1034.10560501904
gene-BTH_RS23555	191.834337296323	157.083339323445	132.974996822282	177.444990989621	197.100180963127	201.349662776194
gene-BTH_RS23560	821.320881288782	777.384025856367	860.30793398658	641.309342435316	714.352037081832	759.438401992817
gene-BTH_RS23565	7934.61522756803	8069.26403876856	8909.32478709287	8779.66955418212	9462.98658878219	9080.43207454812
gene-BTH_RS23570	4096.00049835215	3536.16017272437	5167.89192195685	4118.84541585148	5394.66462149908	4315.88624994189
gene-BTH_RS23575	5370.39745265235	5120.38135056025	5994.95610673786	5307.91973047215	6036.05692308627	5739.55968076704
gene-BTH_RS23580	1701.44525290458	1514.60469790844	1618.86984767732	1583.50366959216	1791.32484908478	1750.86663283647
gene-BTH_RS23585	3908.02212763465	3836.0465477964	3999.32376806408	3717.66543622277	4071.58882111123	4163.77971121422
gene-BTH_RS23590	3933.08591039698	3683.4258033401	4126.25444684898	3488.1441978775	4147.81541043399	4057.63342159851
gene-BTH_RS23595	864.700505300513	947.855149781242	878.440888098709	781.143710334745	814.535554477454	759.438401992817
gene-BTH_RS23600	2467.81861044517	2251.82536996052	2777.36413817447	2206.4898879579	2750.69092327547	2739.01198874355
gene-BTH_RS23605	1844.11601632094	1876.07488214705	1990.59540697597	1723.33803749159	2005.84825046453	1890.93596346338
gene-BTH_RS23610	8879.32703937907	8113.88998743999	10716.5758802684	8253.12083091944	10349.3929274782	8443.55433685386
gene-BTH_RS23615	3389.39462278328	3728.94427098496	3097.71299415542	3524.79044601666	3669.7658002527	3747.94888591556
gene-BTH_RS23620	2411.90709505227	2342.86230525025	2060.1050644058	2184.3092640842	2452.31827364068	2436.98749457926
gene-BTH_RS23625	1262.82905456374	1061.20505940668	1259.23292445342	1152.42806648151	1411.28085374703	1245.30389260494
gene-BTH_RS23630	213.042153479837	184.751427499734	166.218746027852	174.551866136529	193.833327135009	144.446497209008
gene-BTH_RS23635	731.669658331204	772.921430989224	617.527826151959	643.238092337377	632.680691378878	697.063778198018
gene-BTH_RS23640	7924.97531112098	7279.38474728419	7666.21004407245	6860.56340163133	7852.42765151995	8241.11038243214
gene-BTH_RS23645	1586.73024718467	1427.13783851244	1821.35450192943	1362.66180580617	1675.8960138246	1700.52921714242
gene-BTH_RS31985	64.5874401952446	68.7239609540072	71.5244301089545	64.6131217190468	90.3829559112683	95.2033731604829
gene-BTH_RS23650	0	0	0	0	0	0
gene-BTH_RS23655	7604.93008507887	7183.88521712732	8431.82366214013	5695.59846078643	6258.2029833983	7162.13881994667
gene-BTH_RS23660	1183.78173969792	1235.24625922527	1276.35849222599	1186.18118976758	1319.80894655973	1121.64893666086
gene-BTH_RS23665	180.266437559862	163.330972137446	159.167041650913	200.589989814354	169.876399062143	105.051997970188
gene-BTH_RS23670	1900.02753171384	1722.56161871732	1735.7266630666	1732.9817870019	1862.10668202734	1922.67042118354
gene-BTH_RS23675	3944.65381013345	3624.51955109381	4480.85443837507	3745.63230980266	4048.7208443144	3731.53451123272
gene-BTH_RS23680	762.517390961768	726.510444370933	742.443732257739	734.853712685279	717.61889090995	767.098443511477
gene-BTH_RS23685	373.06476650089	303.456450965746	333.444878395267	316.31498393802	339.752798124286	356.73907644043
MSTRG.3690.1	57.8394986823086	58.0137332728632	40.2954535825096	32.7887483350387	35.9353921092994	30.6401660746382
gene-BTH_RS23690	0	0	0	0	0	0
gene-BTH_RS23695	0	0	0	0	0	0
gene-BTH_RS23700	0	0	0	0	0	0
gene-BTH_RS23705	0	0	0	0	0	0
gene-BTH_RS23710	0	0	0	0	0	0
gene-BTH_RS23715	25.0637827623337	28.5606071497173	22.1624994703803	19.287499020611	20.6900742447482	24.0744162015014
gene-BTH_RS23720	0	0	0	0	0	0
gene-BTH_RS23725	410.660440644391	390.030791388327	369.710786619525	401.179979628709	419.24624127516	335.947535175497
gene-BTH_RS23730	3163.82057792228	3035.45702863089	3185.35560569738	3535.398570478	3710.05699746616	3658.21697098269
gene-BTH_RS23735	1099.91446660857	993.373617426104	1192.74542604228	1046.34682186815	1205.46906257559	1294.54701665346
gene-BTH_RS23740	924.467987272232	759.533646387794	957.017022584603	866.008706025434	971.344538227125	728.798235918179
gene-BTH_RS23750	265.097702293914	253.475388453741	243.787494174183	267.131861435462	259.170403697372	235.2727037874
gene-BTH_RS23755	0	0	0	0	0	0
gene-BTH_RS23760	568.755070376034	441.796891847189	577.23237256945	603.698719345124	704.551475597477	629.217696175605
gene-BTH_RS23765	3160.92860298816	2709.68760332943	3698.11525253482	2817.90360691127	3335.45775850861	2835.30965354955
gene-BTH_RS23770	93.5071895363989	83.8967835022945	70.5170437693918	96.437495103055	88.2050533591896	111.617747843325
gene-BTH_RS23775	2861.12720148486	3218.42341818377	3051.37322253554	2345.3598809063	2401.13756366683	2376.8014540755
gene-BTH_RS23780	3801.01905507238	3583.46367831609	5044.9907885302	3864.25042877941	3777.5719765806	3167.97431378848
gene-BTH_RS23785	17930.2445915157	19403.3624823392	24740.4011133213	21225.8926721824	20567.0227505557	18380.8167698463
gene-BTH_RS23790	470.42792261611	448.937043634618	597.380099360705	538.121222675047	520.518709946822	532.920031369599
gene-BTH_RS23795	260.277744070389	234.732490011739	277.031243379753	297.99185986844	291.838941978553	302.02449416429
gene-BTH_RS23800	5361.72152785001	5581.81365982287	6586.29188806119	4806.44475593626	5417.5325982959	4956.04686257272
gene-BTH_RS23805	1032.43505147921	1018.36414868211	1080.92554235082	869.866205829556	970.255586951085	972.825272869762
gene-BTH_RS23810	0	0	0	0	0	0
gene-BTH_RS23815	0	0	0	0	0	0
gene-BTH_RS23820	130.138872035194	121.382580386298	130.960224143156	108.974369466452	92.5608584633471	120.372081007507
gene-BTH_RS23825	436.68821505143	542.651535844628	433.176126011978	449.398727180236	376.777141509625	405.982200488956
gene-BTH_RS23830	422.228340380853	577.459775808346	375.755104656902	425.289353404472	424.690997655357	553.711572634532
gene-BTH_RS23835	324.865184265633	273.110805869171	420.080103597662	341.388732664815	282.038380494199	273.572911380698
gene-BTH_RS23840	121.462947232848	87.4668593960092	122.901133426654	89.6868704458411	105.62827377582	95.2033731604829
gene-BTH_RS23845	22.1718078282183	24.9905312560026	40.2954535825096	29.895623481947	21.7790255207875	15.3200830373191
gene-BTH_RS23850	245.817869399811	233.83997103831	256.883516588499	211.19811427569	229.768719244309	230.895537205309
gene-BTH_RS23855	334.505100712685	264.185616134885	324.378401339202	200.589989814354	173.143252890261	226.518370623218
gene-BTH_RS23860	1351.51628587661	1220.07343667699	1299.52837803593	633.594342827071	653.370765623626	716.761027817428
gene-BTH_RS23865	0	0	0	0	0	0
gene-BTH_RS23870	524.411454719598	494.45551127948	637.675552943214	288.348110358134	340.841749400325	222.141204041127
gene-BTH_RS23875	412.588423933801	329.339501195177	423.102262616351	323.065608595234	356.087067264876	361.116243022521
gene-BTH_RS23880	53.0195404587829	47.3035055917192	48.3545442990115	46.2899976494664	37.0243433853388	73.317540250027
gene-BTH_RS23885	59.7674819717189	31.2381640700033	61.4505667133271	48.2187475515275	66.426027838402	41.5830825298661
gene-BTH_RS23890	33.73970756468	32.1306830434319	24.1772721495058	42.4324978453442	25.0458793489057	37.2059159477749
gene-BTH_RS23895	140.742780126951	139.232959854872	118.871588068403	88.7224954948106	106.717225051859	101.76912303362
gene-BTH_RS23900	9.63991644705143	7.14015178742932	11.0812497351901	7.7149996082444	4.35580510415751	9.84862480970512
MSTRG.3721.2	36.6316824987954	30.3456450965746	20.1477267912548	15.4299992164888	8.71161020831502	10.9429164552279
gene-BTH_RS23905	0	0	0	0	0	0
gene-BTH_RS23910	0	0	0	0	0	0
gene-BTH_RS23915	0	0	0	0	0	0
gene-BTH_RS23920	0	0	0	0	0	0
gene-BTH_RS23925	0	0	0	0	0	0
gene-BTH_RS23935	0	0	0	0	0	0
gene-BTH_RS23930	0	0	0	0	0	0
gene-BTH_RS23940	28.9197493411543	27.6680881762886	32.2363628660077	31.8243733840081	19.6011229687088	21.8858329104558
gene-BTH_RS23945	139.778788482246	116.027466545726	141.034087538784	117.653744025727	127.407299296607	98.4862480970512
gene-BTH_RS23950	160.986604665759	175.826237765447	143.048860217909	126.333118585002	141.563665885119	109.429164552279
gene-BTH_RS23955	87.723239668168	103.532200917725	71.5244301089545	71.3637463762607	78.4044918748352	42.6773741753889
gene-BTH_RS34635	0	0	0	0	0	0
gene-BTH_RS23960	349.928967027967	380.213082680611	319.341469641388	304.742484525654	222.146060312033	215.57545416799
gene-BTH_RS23965	591.890869848958	621.193205506351	624.579530528899	618.164343610582	560.809907160279	458.50819947405
gene-BTH_RS23970	0	0	0	0	0	0
gene-BTH_RS23975	329.685142489159	282.035995603458	369.710786619525	286.419360456073	352.820213436758	282.32724454488
gene-BTH_RS23980	159.058621376349	137.447921908014	163.196587009164	154.299992164888	139.38576333304	143.352205563486
gene-BTH_RS23990	59.7674819717189	68.7239609540072	69.509657429829	64.6131217190468	80.5823944269139	68.9403736679359
gene-BTH_RS23995	18.3158412493977	16.9578604951446	13.0960224143156	22.1806238737026	28.3127331770238	31.734457720161
gene-BTH_RS34640	17.3518496046926	16.9578604951446	15.1107950934411	39.5393729922525	31.5795870051419	26.262999492547
gene-BTH_RS24005	72.2993733528857	53.5511384057199	46.339771619886	107.045619564391	52.2696612498901	101.76912303362
gene-BTH_RS24010	207.258203611606	282.928514576887	208.528972289487	413.716853992106	265.704111353608	261.535703279947
gene-BTH_RS24015	203.402237032785	291.853704311173	222.632381043365	472.543726004969	381.132946613782	310.778827328473
gene-BTH_RS24020	26.991766051744	31.2381640700033	23.169885809943	41.4681228943136	23.9569280728663	44.8659574664345
gene-BTH_RS24025	35.6676908540903	69.6164799274359	34.2511355451331	95.4731201520244	54.4475638019689	47.05454075748
gene-BTH_RS24030	33.73970756468	46.4109866182906	33.2437492055704	70.3993714252301	43.5580510415751	47.05454075748
gene-BTH_RS24035	0.963991644705143	0.892518973428665	0	2.89312485309165	0	1.09429164552279
gene-BTH_RS24040	2.89197493411543	6.24763281400065	1.00738633956274	4.82187475515275	0	0
gene-BTH_RS24045	0	0	0	0	0	0
gene-BTH_RS24050	1661.92159547167	2457.10473384911	2064.13460976405	3429.31732586463	1990.60293259998	1893.12454675443
gene-BTH_RS24055	250.637827623337	213.312034649451	372.732945638214	444.576852425083	328.863285363892	267.007161507561
gene-BTH_RS24060	70.3713900634754	70.5089989008645	103.760792974962	144.656242654582	90.3829559112683	88.6376232873461
gene-BTH_RS24065	0	0	0	0	0	0
gene-BTH_RS24075	239.069927886875	197.246693127735	260.91306194675	279.668735798859	230.857670520348	213.386870876944
gene-BTH_RS24080	84.8312647340526	91.9294542631525	111.819883691464	95.4731201520244	79.4934431508745	66.7517903768903
gene-BTH_RS24085	0	0	0	0	0	0
gene-BTH_RS24090	82.9032814446423	91.9294542631525	71.5244301089545	49.183122502558	37.0243433853388	59.0917488582307
gene-BTH_RS24095	379.812708013826	394.49338625547	339.489196432643	163.943741675193	136.118909504922	163.049455182896
gene-BTH_RS24100	482.959813997277	478.390169757764	521.826123893499	192.87499020611	167.698496510064	159.766580246328
gene-BTH_RS35310	34.7036992093851	29.4531261231459	21.1551131308175	33.7531232860692	22.8679767968269	39.3944992388205
gene-BTH_RS24105	60.731473616424	50.8735814854339	66.4874984111408	69.4349964741996	56.6254663540476	66.7517903768903
gene-BTH_RS24110	66.5154234846549	55.3361763525772	61.4505667133271	70.3993714252301	52.2696612498901	62.3746237947991
gene-BTH_RS24115	71.3353817081806	71.4015178742932	53.3914759968252	104.152494711299	78.4044918748352	76.6004151865954
gene-BTH_RS24120	26.991766051744	24.9905312560026	35.2585218846959	27.0024986288554	19.6011229687088	32.8287493656837
MSTRG.3753.1	0.963991644705143	5.35511384057199	2.01477267912548	4.82187475515275	2.17790255207875	1.09429164552279
gene-BTH_RS24125	0	0	0	0	0	0
gene-BTH_RS24130	0	0	0	0	0	0
gene-BTH_RS24135	0	0	0	0	0	0
gene-BTH_RS24140	0	0	0	0	0	0
gene-BTH_RS24145	0	0	0	0	0	0
gene-BTH_RS24150	0	0	0	0	0	0
gene-BTH_RS24155	0	0	0	0	0	0
gene-BTH_RS32020	0	0	0	0	0	0
MSTRG.3753.10	0	0	0	0	0	0
gene-BTH_RS24165	5.78394986823086	6.24763281400065	1.00738633956274	0	5.44475638019689	3.28287493656837
gene-BTH_RS24180	0	0	0	0	0	0
gene-BTH_RS24185	0	0	0	0	0	0
gene-BTH_RS24190	0	0	0	0	0	0
gene-BTH_RS24195	0	0	0	0	0	0
gene-BTH_RS32030	0	0	0	0	0	0
gene-BTH_RS24205	0	0	0	0	0	0
gene-BTH_RS24210	0	0	0	0	0	0
gene-BTH_RS24215	0	0	0	0	0	0
gene-BTH_RS35315	0	0	0	0	0	0
gene-BTH_RS24160	0	0	0	0	0	0
gene-BTH_RS24170	10.6039080917566	22.3129743357166	4.02954535825096	12.5368743633971	16.3342691405907	16.4143746828419
gene-BTH_RS24175	0	0	0	0	0	0
gene-BTH_RS24225	38.5596657882057	38.3783158574326	38.2806809033841	30.8599984329776	33.7574895572207	29.5458744291154
gene-BTH_RS24230	0	0	0	0	0	0
gene-BTH_RS24235	89.6512229575783	150.835706509444	76.5613618067682	75.2212461803829	81.6713457029533	72.2232486045042
gene-BTH_RS24240	174.482487691631	219.559667463452	100.738633956274	141.763117801491	92.5608584633471	136.786455690349
gene-BTH_RS24245	0	0	0	0	1.08895127603938	0
gene-BTH_RS24250	0.963991644705143	0.892518973428665	1.00738633956274	0	0	0
gene-BTH_RS24255	3.85596657882057	9.81770870771531	3.02215901868822	7.7149996082444	2.17790255207875	5.47145822761396
MSTRG.3759.5	1.92798328941029	3.57007589371466	0	0.96437495103055	0	0
gene-BTH_RS24260	0	0	0	0	0	0
MSTRG.3759.7	0	0	0	0	0	0
gene-BTH_RS24265	0	0	0	0	0	0
gene-BTH_RS24270	0	0	0	0	0	0
gene-BTH_RS24275	0	0	0	0	0	0
gene-BTH_RS24290	0	0	0	0	0	0
gene-BTH_RS24285	0	0	0	0	0	0
gene-BTH_RS24295	103.14710598345	68.7239609540072	108.797724672776	78.1143710334745	111.073030156016	83.1661650597322
gene-BTH_RS24300	53.0195404587829	54.4436573791486	35.2585218846959	30.8599984329776	19.6011229687088	36.1116243022521
gene-BTH_RS24305	62.6594569058343	54.4436573791486	56.4136350155134	40.5037479432831	28.3127331770238	39.3944992388205
gene-BTH_RS24310	214.970136769247	213.312034649451	206.514199610362	92.5799952989328	89.2940046352289	125.843539235121
gene-BTH_RS24320	6.747941512936	8.92518973428665	4.02954535825096	14.4656242654582	2.17790255207875	16.4143746828419
gene-BTH_RS24325	316.189259463287	290.068666364316	305.23806088751	231.449988247332	231.946621796387	190.406746320966
MSTRG.3767.1	102.183114338745	117.812504492584	107.790338333213	118.618118976758	106.717225051859	106.146289615711
gene-BTH_RS24335	0	0	0	0	0	0
gene-BTH_RS24340	0	0	0	0	0	0
gene-BTH_RS24345	0	0	0	0	0	0
MSTRG.3767.5	0	0	0	0	0	0
gene-BTH_RS24350	0	0	0	0	0	0
gene-BTH_RS24330	0	0	0	0	0	0
gene-BTH_RS34645	107.003072562271	102.639681944296	159.167041650913	101.259369858208	93.6498097393864	59.0917488582307
gene-BTH_RS24355	0	0	0	0	0	0
gene-BTH_RS24360	1074.85068384623	1307.54029607299	1377.09712618227	1510.21117331384	982.234050987518	897.319149328689
gene-BTH_RS24365	5968.07227236954	8580.67741054319	6790.79131499243	8339.91457651219	6193.95485811198	7896.40851409246
gene-BTH_RS24370	8042.58229177501	11692.8910708889	9823.02419707627	10801.9638264932	7951.52221763953	9506.11152465649
gene-BTH_RS24375	4949.1331039162	6505.57079732154	5928.46860832672	6546.17716759537	4785.94085819306	5716.57955621106
gene-BTH_RS24380	878.196388326385	1163.84474135098	1076.89599699257	1218.96993810261	885.317387420014	1111.80031185116
gene-BTH_RS24385	0	0	0	0	0	0
MSTRG.3776.1	1.92798328941029	6.24763281400065	0	0.96437495103055	3.26685382811813	5.47145822761396
gene-BTH_RS24390	0	0	0	0	0	0
gene-BTH_RS24395	0	0	0	0	0	0
gene-BTH_RS24405	0	0	0	0	0	0
gene-BTH_RS24410	0	0	0	0	0	0
gene-BTH_RS24400	0	0	0	0	0	0
gene-BTH_RS24415	137.850805192835	96.3920491302958	147.07840557616	111.867494319544	144.830519713237	106.146289615711
MSTRG.3779.1	15.4238663152823	7.14015178742932	9.06647705606466	12.5368743633971	14.1563665885119	12.0372081007507
gene-BTH_RS24425	4.81995822352572	5.35511384057199	2.01477267912548	2.89312485309165	6.53370765623626	4.37716658209117
gene-BTH_RS24430	2.89197493411543	2.67755692028599	4.02954535825096	2.89312485309165	2.17790255207875	5.47145822761396
gene-BTH_RS24435	0.963991644705143	2.67755692028599	2.01477267912548	3.8574998041222	1.08895127603938	4.37716658209117
MSTRG.3780.4	0	0	0	0	0	0
gene-BTH_RS24440	325.829175910338	318.629273514033	289.119879454506	326.923108399356	352.820213436758	338.136118466543
gene-BTH_RS24445	12.5318913811669	10.710227681144	10.0738633956274	9.6437495103055	21.7790255207875	20.791541264933
gene-BTH_RS24450	0.963991644705143	4.46259486714332	1.00738633956274	1.9287499020611	0	1.09429164552279
gene-BTH_RS24455	0	0	0	0	0	0
gene-BTH_RS35490	37.5956741435006	54.4436573791486	27.199431168194	16.3943741675193	41.3801484894963	29.5458744291154
gene-BTH_RS24460	0	0	0	0	0	0
gene-BTH_RS24465	1765.06870145512	2002.81257637392	1873.7385915867	1805.30990832919	1638.87167043926	1652.38038473942
gene-BTH_RS24470	357.640900185608	306.134007886032	329.415333037016	341.388732664815	284.216283046277	300.930202518768
gene-BTH_RS24475	109.895047496386	75.8641127414365	75.5539754672055	103.188119760269	111.073030156016	99.580539742574
gene-BTH_RS24480	548.511245837226	529.263751243198	471.456806915362	460.006851641572	498.739684426035	450.84815795539
gene-BTH_RS24490	2415.76306163109	2152.75576390994	2432.83801004402	2098.47989344248	2329.26677944823	2120.73720902317
gene-BTH_RS24495	1023.75912667686	1007.65392100096	1090.99940574645	846.721207004823	925.608584633471	1015.50264704515
MSTRG.3790.1	2398.4112120264	2039.4058542845	2695.76584466989	2195.88176349656	2596.05984207788	1842.78713106038
gene-BTH_RS24505	0	0	0	0	0	0
gene-BTH_RS24510	0	0	0	0	0	0
gene-BTH_RS24515	0	0	0	0	0	0
gene-BTH_RS24500	0	0	0	0	0	0
gene-BTH_RS24520	196.654295519849	200.81676902145	170.248291386103	118.618118976758	139.38576333304	136.786455690349
gene-BTH_RS24525	353.784933606787	348.974918610608	253.86135756981	163.943741675193	139.38576333304	263.724286570993
gene-BTH_RS24530	1308.13666186488	1507.46454612102	887.507365154774	382.856855559128	426.868900207436	909.35635742944
MSTRG.3795.1	2.89197493411543	3.57007589371466	5.0369316978137	3.8574998041222	0	2.18858329104558
gene-BTH_RS24535	0	0	0	0	0	0
gene-BTH_RS24540	0	0	0	0	0	0
gene-BTH_RS24545	23.1357994729234	21.420455362288	27.199431168194	10.608124461336	7.62265893227564	6.56574987313675
gene-BTH_RS24550	184.122404138682	97.2845681037245	159.167041650913	63.6487467680163	23.9569280728663	47.05454075748
gene-BTH_RS24555	32.7757159199749	52.6586194322912	54.3988623363879	44.3612477474053	20.6900742447482	29.5458744291154
MSTRG.3798.1	7.71193315764114	7.14015178742932	13.0960224143156	0.96437495103055	3.26685382811813	1.09429164552279
gene-BTH_RS24560	0	0	0	0	0	0
gene-BTH_RS24565	0	0	0	0	0	0
gene-BTH_RS24570	0	0	0	0	0	0
gene-BTH_RS24575	0	0	0	0	0	0
gene-BTH_RS24580	0	0	0	0	0	0
gene-BTH_RS24585	0	0	0	0	0	0
gene-BTH_RS24590	15.4238663152823	16.065341521716	36.2659082242586	4.82187475515275	5.44475638019689	3.28287493656837
gene-BTH_RS24595	19.2798328941029	16.065341521716	14.1034087538784	16.3943741675193	15.2453178645513	15.3200830373191
gene-BTH_RS24605	29.8837409858594	21.420455362288	25.1846584890685	20.2518739716415	16.3342691405907	26.262999492547
gene-BTH_RS24610	0	0	0	0	0	0
gene-BTH_RS24615	41.4516407223212	36.5932779105753	48.3545442990115	49.183122502558	35.9353921092994	49.2431240485256
gene-BTH_RS24620	26.991766051744	19.6354174154306	19.1403404516921	28.9312485309165	7.62265893227564	15.3200830373191
gene-BTH_RS24625	0	0	0	0	0	0
gene-BTH_RS24630	23.1357994729234	8.92518973428665	11.0812497351901	27.0024986288554	7.62265893227564	27.3572911380698
gene-BTH_RS24635	30.8477326305646	21.420455362288	26.1920448286312	44.3612477474053	26.1348306249451	47.05454075748
gene-BTH_RS34650	28.9197493411543	28.5606071497173	28.2068175077567	69.4349964741996	60.9812714582051	61.2803321492763
gene-BTH_RS33970	1883.63967375385	1926.05594465906	2320.01074001299	9968.74386880279	10296.0343149523	5625.75334963267
gene-BTH_RS24640	734.561633265319	678.314419805785	700.133505996104	3975.15354814793	3456.33135014898	2323.18116344489
gene-BTH_RS24645	0	0	0	0	0	0
gene-BTH_RS24650	594.782844783073	603.342826037778	627.601689547587	2119.69614236515	1800.03645929309	1385.37322323185
gene-BTH_RS24655	304.621359726825	251.690350506884	323.371014999639	429.146853208595	411.623582342885	385.190659224023
gene-BTH_RS33975	140.742780126951	108.887314758297	114.842042710152	90.6512453968717	102.361419947701	95.2033731604829
gene-BTH_RS24660	667.082218135959	493.562992306052	704.163051354355	383.821230510159	530.319271431177	483.676907321074
gene-BTH_RS24665	3316.13125778569	2892.6539928823	3440.22434960676	1819.77553259465	2418.56078408346	2652.56294874725
gene-BTH_RS24670	1812.30429204567	1568.15583631416	2065.14199610362	1041.52494711299	1453.74995351257	1560.4598865155
gene-BTH_RS24675	353.784933606787	296.316299178317	298.186356510571	226.628113492179	286.394185598356	305.307369100859
gene-BTH_RS24680	400.056532552634	331.124539142035	318.334083301826	464.828726396725	437.75841296783	473.828282511369
MSTRG.3816.1	1.92798328941029	6.24763281400065	2.01477267912548	4.82187475515275	2.17790255207875	4.37716658209117
gene-BTH_RS24685	0	0	0	0	0	0
gene-BTH_RS24690	0	0	0	0	0	0
gene-BTH_RS24695	0	0	0	0	0	0
MSTRG.3816.5	22.1718078282183	15.1728225482873	9.06647705606466	22.1806238737026	15.2453178645513	13.1314997462735
gene-BTH_RS24700	0	0	0	0	0	0
gene-BTH_RS24705	0	0	0	0	0	0
gene-BTH_RS24710	0	0	0	0	0	0
gene-BTH_RS24715	0	0	0	0	0	0
gene-BTH_RS24720	0	0	0	0	0	0
gene-BTH_RS24725	0	0	0	0	0	0
gene-BTH_RS24730	8.67592480234629	1.78503794685733	3.02215901868822	2.89312485309165	1.08895127603938	2.18858329104558
gene-BTH_RS24735	0	0	0	0	0	0
gene-BTH_RS24740	0	0	0	0	0	0
gene-BTH_RS24745	0	0	0	0	0	0
gene-BTH_RS24750	0	0	0	0	0	0
gene-BTH_RS24755	0	0	0	0	0	0
gene-BTH_RS35320	0	0	0	0	0	0
gene-BTH_RS24770	0	0	0	0	0	0
gene-BTH_RS24775	0	0	0	0	0	0
gene-BTH_RS24780	0	0	0	0	0	0
gene-BTH_RS24785	0	0	0	0	0	0
gene-BTH_RS24790	0	0	0	0	0	0
gene-BTH_RS24795	0	0	0	0	0	0
gene-BTH_RS24800	0	0	0	0	0	0
gene-BTH_RS24805	339.32505893621	382.890639600897	394.895445108594	254.594987072065	236.302426900545	276.855786317266
gene-BTH_RS24810	586.106919980727	514.090928694911	639.69032562234	321.136858693173	333.219090468049	334.853243529974
gene-BTH_RS24815	207.258203611606	204.386844915164	189.388631837795	300.884984721532	300.550552186868	395.039284033728
